,date,temperature_2m
606,2024-05-08 12:00:00+00:00,23.8
607,2024-05-08 13:00:00+00:00,24.9
608,2024-05-08 14:00:00+00:00,25.85
609,2024-05-08 15:00:00+00:00,27.1
610,2024-05-08 16:00:00+00:00,28.4
611,2024-05-08 17:00:00+00:00,28.55
612,2024-05-08 18:00:00+00:00,29.4
613,2024-05-08 19:00:00+00:00,30.1
614,2024-05-08 20:00:00+00:00,31.1
615,2024-05-08 21:00:00+00:00,31.4
616,2024-05-08 22:00:00+00:00,31.1
617,2024-05-08 23:00:00+00:00,28.45
618,2024-05-09 00:00:00+00:00,28.55
619,2024-05-09 01:00:00+00:00,28.05
620,2024-05-09 02:00:00+00:00,27.0
621,2024-05-09 03:00:00+00:00,26.15
622,2024-05-09 04:00:00+00:00,25.7
623,2024-05-09 05:00:00+00:00,24.95
624,2024-05-09 06:00:00+00:00,24.2
625,2024-05-09 07:00:00+00:00,23.8
626,2024-05-09 08:00:00+00:00,23.35
627,2024-05-09 09:00:00+00:00,23.15
628,2024-05-09 10:00:00+00:00,23.55
629,2024-05-09 11:00:00+00:00,23.75
630,2024-05-09 12:00:00+00:00,23.9
631,2024-05-09 13:00:00+00:00,25.1
632,2024-05-09 14:00:00+00:00,26.25
633,2024-05-09 15:00:00+00:00,27.6
634,2024-05-09 16:00:00+00:00,28.1
635,2024-05-09 17:00:00+00:00,28.9
636,2024-05-09 18:00:00+00:00,28.4
637,2024-05-09 19:00:00+00:00,29.8
638,2024-05-09 20:00:00+00:00,30.65
639,2024-05-09 21:00:00+00:00,30.45
640,2024-05-09 22:00:00+00:00,30.35
641,2024-05-09 23:00:00+00:00,30.05
642,2024-05-10 00:00:00+00:00,22.2
643,2024-05-10 01:00:00+00:00,29.55
644,2024-05-10 02:00:00+00:00,24.55
645,2024-05-10 03:00:00+00:00,23.2
646,2024-05-10 04:00:00+00:00,22.3
647,2024-05-10 05:00:00+00:00,22.05
648,2024-05-10 06:00:00+00:00,21.85
649,2024-05-10 07:00:00+00:00,21.4
650,2024-05-10 08:00:00+00:00,21.2
651,2024-05-10 09:00:00+00:00,20.95
652,2024-05-10 10:00:00+00:00,20.8
653,2024-05-10 11:00:00+00:00,20.6
654,2024-05-10 12:00:00+00:00,20.5
655,2024-05-10 13:00:00+00:00,21.45
656,2024-05-10 14:00:00+00:00,22.3
657,2024-05-10 15:00:00+00:00,23.15
658,2024-05-10 16:00:00+00:00,24.6
659,2024-05-10 17:00:00+00:00,25.95
660,2024-05-10 18:00:00+00:00,27.0
661,2024-05-10 19:00:00+00:00,27.75
662,2024-05-10 20:00:00+00:00,27.85
663,2024-05-10 21:00:00+00:00,28.0
664,2024-05-10 22:00:00+00:00,27.4
665,2024-05-10 23:00:00+00:00,27.25
666,2024-05-11 00:00:00+00:00,26.1
667,2024-05-11 01:00:00+00:00,23.65
668,2024-05-11 02:00:00+00:00,23.35
669,2024-05-11 03:00:00+00:00,23.0
670,2024-05-11 04:00:00+00:00,22.4
671,2024-05-11 05:00:00+00:00,21.65
672,2024-05-11 06:00:00+00:00,21.05
673,2024-05-11 07:00:00+00:00,20.4
674,2024-05-11 08:00:00+00:00,20.15
675,2024-05-11 09:00:00+00:00,20.1
676,2024-05-11 10:00:00+00:00,19.0
677,2024-05-11 11:00:00+00:00,18.25
678,2024-05-11 12:00:00+00:00,18.05
679,2024-05-11 13:00:00+00:00,20.25
680,2024-05-11 14:00:00+00:00,21.45
681,2024-05-11 15:00:00+00:00,22.45
682,2024-05-11 16:00:00+00:00,24.0
683,2024-05-11 17:00:00+00:00,25.3
684,2024-05-11 18:00:00+00:00,26.6
685,2024-05-11 19:00:00+00:00,27.35
686,2024-05-11 20:00:00+00:00,27.85
687,2024-05-11 21:00:00+00:00,27.95
688,2024-05-11 22:00:00+00:00,27.2
689,2024-05-11 23:00:00+00:00,26.2
690,2024-05-12 00:00:00+00:00,24.7
691,2024-05-12 01:00:00+00:00,20.8
692,2024-05-12 02:00:00+00:00,20.55
693,2024-05-12 03:00:00+00:00,20.8
694,2024-05-12 04:00:00+00:00,20.8
695,2024-05-12 05:00:00+00:00,20.6
696,2024-05-12 06:00:00+00:00,20.45
697,2024-05-12 07:00:00+00:00,20.3
698,2024-05-12 08:00:00+00:00,20.45
699,2024-05-12 09:00:00+00:00,20.7
700,2024-05-12 10:00:00+00:00,20.55
701,2024-05-12 11:00:00+00:00,20.5
702,2024-05-12 12:00:00+00:00,20.35
703,2024-05-12 13:00:00+00:00,20.3
704,2024-05-12 14:00:00+00:00,20.8
705,2024-05-12 15:00:00+00:00,21.6
706,2024-05-12 16:00:00+00:00,21.6
707,2024-05-12 17:00:00+00:00,21.4
708,2024-05-12 18:00:00+00:00,22.7
709,2024-05-12 19:00:00+00:00,23.1
710,2024-05-12 20:00:00+00:00,22.65
711,2024-05-12 21:00:00+00:00,22.1
712,2024-05-12 22:00:00+00:00,22.95
713,2024-05-12 23:00:00+00:00,22.4
714,2024-05-13 00:00:00+00:00,22.4
715,2024-05-13 01:00:00+00:00,21.7
716,2024-05-13 02:00:00+00:00,21.15
717,2024-05-13 03:00:00+00:00,21.15
718,2024-05-13 04:00:00+00:00,20.45
719,2024-05-13 05:00:00+00:00,20.25
720,2024-05-13 06:00:00+00:00,19.95
721,2024-05-13 07:00:00+00:00,19.4
722,2024-05-13 08:00:00+00:00,19.7
723,2024-05-13 09:00:00+00:00,18.95
724,2024-05-13 10:00:00+00:00,19.6
725,2024-05-13 11:00:00+00:00,19.1
726,2024-05-13 12:00:00+00:00,19.25
727,2024-05-13 13:00:00+00:00,21.7
728,2024-05-13 14:00:00+00:00,22.25
729,2024-05-13 15:00:00+00:00,23.1
730,2024-05-13 16:00:00+00:00,25.45
731,2024-05-13 17:00:00+00:00,26.3
732,2024-05-13 18:00:00+00:00,27.45
733,2024-05-13 19:00:00+00:00,28.45
734,2024-05-13 20:00:00+00:00,29.3
735,2024-05-13 21:00:00+00:00,29.75
736,2024-05-13 22:00:00+00:00,22.7
737,2024-05-13 23:00:00+00:00,22.0
738,2024-05-14 00:00:00+00:00,21.7
739,2024-05-14 01:00:00+00:00,22.85
740,2024-05-14 02:00:00+00:00,21.7
741,2024-05-14 03:00:00+00:00,21.15
742,2024-05-14 04:00:00+00:00,20.7
743,2024-05-14 05:00:00+00:00,19.85
744,2024-05-14 06:00:00+00:00,19.85
745,2024-05-14 07:00:00+00:00,18.85
746,2024-05-14 08:00:00+00:00,19.65
747,2024-05-14 09:00:00+00:00,17.7
748,2024-05-14 10:00:00+00:00,17.05
749,2024-05-14 11:00:00+00:00,18.0
750,2024-05-14 12:00:00+00:00,18.2
751,2024-05-14 13:00:00+00:00,18.25
752,2024-05-14 14:00:00+00:00,20.6
753,2024-05-14 15:00:00+00:00,23.3
754,2024-05-14 16:00:00+00:00,25.0
755,2024-05-14 17:00:00+00:00,26.1
756,2024-05-14 18:00:00+00:00,26.85
757,2024-05-14 19:00:00+00:00,27.4
758,2024-05-14 20:00:00+00:00,27.95
759,2024-05-14 21:00:00+00:00,28.2
760,2024-05-14 22:00:00+00:00,28.0
761,2024-05-14 23:00:00+00:00,27.6
762,2024-05-15 00:00:00+00:00,26.5
763,2024-05-15 01:00:00+00:00,26.1
764,2024-05-15 02:00:00+00:00,24.5
765,2024-05-15 03:00:00+00:00,21.1
766,2024-05-15 04:00:00+00:00,19.7
767,2024-05-15 05:00:00+00:00,19.1
768,2024-05-15 06:00:00+00:00,18.95
769,2024-05-15 07:00:00+00:00,18.9
770,2024-05-15 08:00:00+00:00,18.25
771,2024-05-15 09:00:00+00:00,17.75
772,2024-05-15 10:00:00+00:00,17.3
773,2024-05-15 11:00:00+00:00,16.75
774,2024-05-15 12:00:00+00:00,17.55
775,2024-05-15 13:00:00+00:00,19.55
776,2024-05-15 14:00:00+00:00,21.95
777,2024-05-15 15:00:00+00:00,24.45
778,2024-05-15 16:00:00+00:00,26.6
779,2024-05-15 17:00:00+00:00,28.05
780,2024-05-15 18:00:00+00:00,28.9
781,2024-05-15 19:00:00+00:00,29.8
782,2024-05-15 20:00:00+00:00,30.25
783,2024-05-15 21:00:00+00:00,30.4
784,2024-05-15 22:00:00+00:00,30.3
785,2024-05-15 23:00:00+00:00,29.9
786,2024-05-16 00:00:00+00:00,28.7
787,2024-05-16 01:00:00+00:00,26.4
788,2024-05-16 02:00:00+00:00,25.2
789,2024-05-16 03:00:00+00:00,24.6
790,2024-05-16 04:00:00+00:00,23.4
791,2024-05-16 05:00:00+00:00,22.75
792,2024-05-16 06:00:00+00:00,22.8
793,2024-05-16 07:00:00+00:00,21.95
794,2024-05-16 08:00:00+00:00,21.5
795,2024-05-16 09:00:00+00:00,20.9
796,2024-05-16 10:00:00+00:00,20.9
797,2024-05-16 11:00:00+00:00,21.15
798,2024-05-16 12:00:00+00:00,21.15
799,2024-05-16 13:00:00+00:00,22.75
800,2024-05-16 14:00:00+00:00,24.2
801,2024-05-16 15:00:00+00:00,25.6
802,2024-05-16 16:00:00+00:00,26.3
803,2024-05-16 17:00:00+00:00,27.6
804,2024-05-16 18:00:00+00:00,28.7
805,2024-05-16 19:00:00+00:00,24.5
806,2024-05-16 20:00:00+00:00,22.65
807,2024-05-16 21:00:00+00:00,22.15
808,2024-05-16 22:00:00+00:00,22.3
809,2024-05-16 23:00:00+00:00,22.4
810,2024-05-17 00:00:00+00:00,22.85
811,2024-05-17 01:00:00+00:00,18.7
812,2024-05-17 02:00:00+00:00,18.85
813,2024-05-17 03:00:00+00:00,19.3
814,2024-05-17 04:00:00+00:00,19.05
815,2024-05-17 05:00:00+00:00,18.25
816,2024-05-17 06:00:00+00:00,17.9
817,2024-05-17 07:00:00+00:00,17.3
818,2024-05-17 08:00:00+00:00,17.05
819,2024-05-17 09:00:00+00:00,16.6
820,2024-05-17 10:00:00+00:00,16.6
821,2024-05-17 11:00:00+00:00,16.55
822,2024-05-17 12:00:00+00:00,16.7
823,2024-05-17 13:00:00+00:00,18.05
824,2024-05-17 14:00:00+00:00,19.3
825,2024-05-17 15:00:00+00:00,21.2
826,2024-05-17 16:00:00+00:00,22.65
827,2024-05-17 17:00:00+00:00,23.6
828,2024-05-17 18:00:00+00:00,24.15
829,2024-05-17 19:00:00+00:00,25.9
830,2024-05-17 20:00:00+00:00,26.45
831,2024-05-17 21:00:00+00:00,26.65
832,2024-05-17 22:00:00+00:00,27.35
833,2024-05-17 23:00:00+00:00,27.2
834,2024-05-18 00:00:00+00:00,26.6
835,2024-05-18 01:00:00+00:00,23.7
836,2024-05-18 02:00:00+00:00,22.6
837,2024-05-18 03:00:00+00:00,21.8
838,2024-05-18 04:00:00+00:00,21.3
839,2024-05-18 05:00:00+00:00,20.75
840,2024-05-18 06:00:00+00:00,20.25
841,2024-05-18 07:00:00+00:00,19.75
842,2024-05-18 08:00:00+00:00,19.55
843,2024-05-18 09:00:00+00:00,19.35
844,2024-05-18 10:00:00+00:00,19.05
845,2024-05-18 11:00:00+00:00,18.95
846,2024-05-18 12:00:00+00:00,19.6
847,2024-05-18 13:00:00+00:00,20.7
848,2024-05-18 14:00:00+00:00,21.9
849,2024-05-18 15:00:00+00:00,23.5
850,2024-05-18 16:00:00+00:00,25.35
851,2024-05-18 17:00:00+00:00,26.8
852,2024-05-18 18:00:00+00:00,28.35
853,2024-05-18 19:00:00+00:00,29.5
854,2024-05-18 20:00:00+00:00,30.15
855,2024-05-18 21:00:00+00:00,30.55
856,2024-05-18 22:00:00+00:00,30.7
857,2024-05-18 23:00:00+00:00,30.4
858,2024-05-19 00:00:00+00:00,29.55
859,2024-05-19 01:00:00+00:00,27.35
860,2024-05-19 02:00:00+00:00,25.95
861,2024-05-19 03:00:00+00:00,25.2
862,2024-05-19 04:00:00+00:00,23.95
863,2024-05-19 05:00:00+00:00,23.2
864,2024-05-19 06:00:00+00:00,22.95
865,2024-05-19 07:00:00+00:00,22.45
866,2024-05-19 08:00:00+00:00,21.95
867,2024-05-19 09:00:00+00:00,21.7
868,2024-05-19 10:00:00+00:00,21.5
869,2024-05-19 11:00:00+00:00,20.85
870,2024-05-19 12:00:00+00:00,21.1
871,2024-05-19 13:00:00+00:00,23.2
872,2024-05-19 14:00:00+00:00,24.95
873,2024-05-19 15:00:00+00:00,26.3
874,2024-05-19 16:00:00+00:00,27.8
875,2024-05-19 17:00:00+00:00,29.05
876,2024-05-19 18:00:00+00:00,29.7
877,2024-05-19 19:00:00+00:00,30.15
878,2024-05-19 20:00:00+00:00,30.7
879,2024-05-19 21:00:00+00:00,30.95
880,2024-05-19 22:00:00+00:00,30.75
881,2024-05-19 23:00:00+00:00,30.3
882,2024-05-20 00:00:00+00:00,29.25
883,2024-05-20 01:00:00+00:00,27.2
884,2024-05-20 02:00:00+00:00,26.15
885,2024-05-20 03:00:00+00:00,25.3
886,2024-05-20 04:00:00+00:00,24.85
887,2024-05-20 05:00:00+00:00,23.9
888,2024-05-20 06:00:00+00:00,23.2
889,2024-05-20 07:00:00+00:00,22.5
890,2024-05-20 08:00:00+00:00,21.85
891,2024-05-20 09:00:00+00:00,21.4
892,2024-05-20 10:00:00+00:00,21.05
893,2024-05-20 11:00:00+00:00,20.4
894,2024-05-20 12:00:00+00:00,20.35
895,2024-05-20 13:00:00+00:00,22.25
896,2024-05-20 14:00:00+00:00,23.75
897,2024-05-20 15:00:00+00:00,25.8
898,2024-05-20 16:00:00+00:00,27.15
899,2024-05-20 17:00:00+00:00,28.35
900,2024-05-20 18:00:00+00:00,29.35
901,2024-05-20 19:00:00+00:00,30.0
902,2024-05-20 20:00:00+00:00,30.55
903,2024-05-20 21:00:00+00:00,30.55
904,2024-05-20 22:00:00+00:00,30.5
905,2024-05-20 23:00:00+00:00,30.0
906,2024-05-21 00:00:00+00:00,29.0
907,2024-05-21 01:00:00+00:00,27.65
908,2024-05-21 02:00:00+00:00,26.6
909,2024-05-21 03:00:00+00:00,25.7
910,2024-05-21 04:00:00+00:00,24.8
911,2024-05-21 05:00:00+00:00,23.9
912,2024-05-21 06:00:00+00:00,23.25
913,2024-05-21 07:00:00+00:00,23.8
914,2024-05-21 08:00:00+00:00,24.55
915,2024-05-21 09:00:00+00:00,24.8
916,2024-05-21 10:00:00+00:00,24.8
917,2024-05-21 11:00:00+00:00,24.85
918,2024-05-21 12:00:00+00:00,25.05
919,2024-05-21 13:00:00+00:00,25.85
920,2024-05-21 14:00:00+00:00,26.85
921,2024-05-21 15:00:00+00:00,28.1
922,2024-05-21 16:00:00+00:00,29.15
923,2024-05-21 17:00:00+00:00,30.55
924,2024-05-21 18:00:00+00:00,31.2
925,2024-05-21 19:00:00+00:00,32.3
926,2024-05-21 20:00:00+00:00,32.05
927,2024-05-21 21:00:00+00:00,31.85
928,2024-05-21 22:00:00+00:00,31.8
929,2024-05-21 23:00:00+00:00,31.3
930,2024-05-22 00:00:00+00:00,30.25
931,2024-05-22 01:00:00+00:00,28.8
932,2024-05-22 02:00:00+00:00,27.85
933,2024-05-22 03:00:00+00:00,26.9
934,2024-05-22 04:00:00+00:00,26.15
935,2024-05-22 05:00:00+00:00,25.6
936,2024-05-22 06:00:00+00:00,25.1
937,2024-05-22 07:00:00+00:00,24.8
938,2024-05-22 08:00:00+00:00,24.45
939,2024-05-22 09:00:00+00:00,24.85
940,2024-05-22 10:00:00+00:00,25.0
941,2024-05-22 11:00:00+00:00,25.05
942,2024-05-22 12:00:00+00:00,25.3
943,2024-05-22 13:00:00+00:00,25.7
944,2024-05-22 14:00:00+00:00,26.5
945,2024-05-22 15:00:00+00:00,27.65
946,2024-05-22 16:00:00+00:00,28.8
947,2024-05-22 17:00:00+00:00,29.95
948,2024-05-22 18:00:00+00:00,30.8
949,2024-05-22 19:00:00+00:00,31.45
950,2024-05-22 20:00:00+00:00,32.15
951,2024-05-22 21:00:00+00:00,31.95
952,2024-05-22 22:00:00+00:00,31.25
953,2024-05-22 23:00:00+00:00,29.35
954,2024-05-23 00:00:00+00:00,25.4
955,2024-05-23 01:00:00+00:00,28.2
956,2024-05-23 02:00:00+00:00,27.5
957,2024-05-23 03:00:00+00:00,26.2
958,2024-05-23 04:00:00+00:00,25.85
959,2024-05-23 05:00:00+00:00,25.4
960,2024-05-23 06:00:00+00:00,25.15
961,2024-05-23 07:00:00+00:00,25.05
962,2024-05-23 08:00:00+00:00,24.8
963,2024-05-23 09:00:00+00:00,24.75
964,2024-05-23 10:00:00+00:00,24.7
965,2024-05-23 11:00:00+00:00,24.55
966,2024-05-23 12:00:00+00:00,24.75
967,2024-05-23 13:00:00+00:00,24.8
968,2024-05-23 14:00:00+00:00,25.85
969,2024-05-23 15:00:00+00:00,27.1
970,2024-05-23 16:00:00+00:00,27.45
971,2024-05-23 17:00:00+00:00,28.25
972,2024-05-23 18:00:00+00:00,28.45
973,2024-05-23 19:00:00+00:00,30.1
974,2024-05-23 20:00:00+00:00,29.4
975,2024-05-23 21:00:00+00:00,29.0
976,2024-05-23 22:00:00+00:00,27.45
977,2024-05-23 23:00:00+00:00,27.95
978,2024-05-24 00:00:00+00:00,27.2
979,2024-05-24 01:00:00+00:00,28.0
980,2024-05-24 02:00:00+00:00,27.1
981,2024-05-24 03:00:00+00:00,26.6
982,2024-05-24 04:00:00+00:00,26.0
983,2024-05-24 05:00:00+00:00,25.35
984,2024-05-24 06:00:00+00:00,24.7
985,2024-05-24 07:00:00+00:00,24.25
986,2024-05-24 08:00:00+00:00,24.15
987,2024-05-24 09:00:00+00:00,24.65
988,2024-05-24 10:00:00+00:00,24.75
989,2024-05-24 11:00:00+00:00,24.85
990,2024-05-24 12:00:00+00:00,25.05
991,2024-05-24 13:00:00+00:00,25.75
992,2024-05-24 14:00:00+00:00,27.05
993,2024-05-24 15:00:00+00:00,28.6
994,2024-05-24 16:00:00+00:00,29.85
995,2024-05-24 17:00:00+00:00,31.05
996,2024-05-24 18:00:00+00:00,32.55
997,2024-05-24 19:00:00+00:00,33.05
998,2024-05-24 20:00:00+00:00,33.5
999,2024-05-24 21:00:00+00:00,32.7
1000,2024-05-24 22:00:00+00:00,33.05
1001,2024-05-24 23:00:00+00:00,32.15
1002,2024-05-25 00:00:00+00:00,30.9
1003,2024-05-25 01:00:00+00:00,29.15
1004,2024-05-25 02:00:00+00:00,28.2
1005,2024-05-25 03:00:00+00:00,27.25
1006,2024-05-25 04:00:00+00:00,26.8
1007,2024-05-25 05:00:00+00:00,26.25
1008,2024-05-25 06:00:00+00:00,25.7
1009,2024-05-25 07:00:00+00:00,25.25
1010,2024-05-25 08:00:00+00:00,24.85
1011,2024-05-25 09:00:00+00:00,24.45
1012,2024-05-25 10:00:00+00:00,24.35
1013,2024-05-25 11:00:00+00:00,25.0
1014,2024-05-25 12:00:00+00:00,25.3
1015,2024-05-25 13:00:00+00:00,26.05
1016,2024-05-25 14:00:00+00:00,26.7
1017,2024-05-25 15:00:00+00:00,28.7
1018,2024-05-25 16:00:00+00:00,30.5
1019,2024-05-25 17:00:00+00:00,31.7
1020,2024-05-25 18:00:00+00:00,32.8
1021,2024-05-25 19:00:00+00:00,33.25
1022,2024-05-25 20:00:00+00:00,33.65
1023,2024-05-25 21:00:00+00:00,34.05
1024,2024-05-25 22:00:00+00:00,33.9
1025,2024-05-25 23:00:00+00:00,33.3
1026,2024-05-26 00:00:00+00:00,31.8
1027,2024-05-26 01:00:00+00:00,30.05
1028,2024-05-26 02:00:00+00:00,29.05
1029,2024-05-26 03:00:00+00:00,28.2
1030,2024-05-26 04:00:00+00:00,27.05
1031,2024-05-26 05:00:00+00:00,26.05
1032,2024-05-26 06:00:00+00:00,25.15
1033,2024-05-26 07:00:00+00:00,24.85
1034,2024-05-26 08:00:00+00:00,25.55
1035,2024-05-26 09:00:00+00:00,25.75
1036,2024-05-26 10:00:00+00:00,25.65
1037,2024-05-26 11:00:00+00:00,25.85
1038,2024-05-26 12:00:00+00:00,25.9
1039,2024-05-26 13:00:00+00:00,26.05
1040,2024-05-26 14:00:00+00:00,27.15
1041,2024-05-26 15:00:00+00:00,28.45
1042,2024-05-26 16:00:00+00:00,29.75
1043,2024-05-26 17:00:00+00:00,30.4
1044,2024-05-26 18:00:00+00:00,32.05
1045,2024-05-26 19:00:00+00:00,32.25
1046,2024-05-26 20:00:00+00:00,33.5
1047,2024-05-26 21:00:00+00:00,32.75
1048,2024-05-26 22:00:00+00:00,33.5
1049,2024-05-26 23:00:00+00:00,33.25
1050,2024-05-27 00:00:00+00:00,32.75
1051,2024-05-27 01:00:00+00:00,30.05
1052,2024-05-27 02:00:00+00:00,29.05
1053,2024-05-27 03:00:00+00:00,28.4
1054,2024-05-27 04:00:00+00:00,27.4
1055,2024-05-27 05:00:00+00:00,26.6
1056,2024-05-27 06:00:00+00:00,26.0
1057,2024-05-27 07:00:00+00:00,25.35
1058,2024-05-27 08:00:00+00:00,24.7
1059,2024-05-27 09:00:00+00:00,24.3
1060,2024-05-27 10:00:00+00:00,24.05
1061,2024-05-27 11:00:00+00:00,23.65
1062,2024-05-27 12:00:00+00:00,24.05
1063,2024-05-27 13:00:00+00:00,25.35
1064,2024-05-27 14:00:00+00:00,26.35
1065,2024-05-27 15:00:00+00:00,27.75
1066,2024-05-27 16:00:00+00:00,29.55
1067,2024-05-27 17:00:00+00:00,30.4
1068,2024-05-27 18:00:00+00:00,31.7
1069,2024-05-27 19:00:00+00:00,32.45
1070,2024-05-27 20:00:00+00:00,33.1
1071,2024-05-27 21:00:00+00:00,33.45
1072,2024-05-27 22:00:00+00:00,33.7
1073,2024-05-27 23:00:00+00:00,33.6
1074,2024-05-28 00:00:00+00:00,33.4
1075,2024-05-28 01:00:00+00:00,30.2
1076,2024-05-28 02:00:00+00:00,29.75
1077,2024-05-28 03:00:00+00:00,28.65
1078,2024-05-28 04:00:00+00:00,28.35
1079,2024-05-28 05:00:00+00:00,28.15
1080,2024-05-28 06:00:00+00:00,27.3
1081,2024-05-28 07:00:00+00:00,26.85
1082,2024-05-28 08:00:00+00:00,26.3
1083,2024-05-28 09:00:00+00:00,25.95
1084,2024-05-28 10:00:00+00:00,26.45
1085,2024-05-28 11:00:00+00:00,25.85
1086,2024-05-28 12:00:00+00:00,25.6
1087,2024-05-28 13:00:00+00:00,26.35
1088,2024-05-28 14:00:00+00:00,27.95
1089,2024-05-28 15:00:00+00:00,29.0
1090,2024-05-28 16:00:00+00:00,28.95
1091,2024-05-28 17:00:00+00:00,23.7
1092,2024-05-28 18:00:00+00:00,24.95
1093,2024-05-28 19:00:00+00:00,24.55
1094,2024-05-28 20:00:00+00:00,26.75
1095,2024-05-28 21:00:00+00:00,27.0
1096,2024-05-28 22:00:00+00:00,27.85
1097,2024-05-28 23:00:00+00:00,27.8
1098,2024-05-29 00:00:00+00:00,27.1
1099,2024-05-29 01:00:00+00:00,26.0
1100,2024-05-29 02:00:00+00:00,25.2
1101,2024-05-29 03:00:00+00:00,24.5
1102,2024-05-29 04:00:00+00:00,23.7
1103,2024-05-29 05:00:00+00:00,23.65
1104,2024-05-29 06:00:00+00:00,23.4
1105,2024-05-29 07:00:00+00:00,22.95
1106,2024-05-29 08:00:00+00:00,22.7
1107,2024-05-29 09:00:00+00:00,22.65
1108,2024-05-29 10:00:00+00:00,22.9
1109,2024-05-29 11:00:00+00:00,22.85
1110,2024-05-29 12:00:00+00:00,23.1
1111,2024-05-29 13:00:00+00:00,23.45
1112,2024-05-29 14:00:00+00:00,24.55
1113,2024-05-29 15:00:00+00:00,26.25
1114,2024-05-29 16:00:00+00:00,28.05
1115,2024-05-29 17:00:00+00:00,28.15
1116,2024-05-29 18:00:00+00:00,29.05
1117,2024-05-29 19:00:00+00:00,29.7
1118,2024-05-29 20:00:00+00:00,28.75
1119,2024-05-29 21:00:00+00:00,25.75
1120,2024-05-29 22:00:00+00:00,24.95
1121,2024-05-29 23:00:00+00:00,25.5
1122,2024-05-30 00:00:00+00:00,25.8
1123,2024-05-30 01:00:00+00:00,25.6
1124,2024-05-30 02:00:00+00:00,22.9
1125,2024-05-30 03:00:00+00:00,22.25
1126,2024-05-30 04:00:00+00:00,22.0
1127,2024-05-30 05:00:00+00:00,22.2
1128,2024-05-30 06:00:00+00:00,22.25
1129,2024-05-30 07:00:00+00:00,22.2
1130,2024-05-30 08:00:00+00:00,21.95
1131,2024-05-30 09:00:00+00:00,21.75
1132,2024-05-30 10:00:00+00:00,21.5
1133,2024-05-30 11:00:00+00:00,21.25
1134,2024-05-30 12:00:00+00:00,22.65
1135,2024-05-30 13:00:00+00:00,24.85
1136,2024-05-30 14:00:00+00:00,25.5
1137,2024-05-30 15:00:00+00:00,26.6
1138,2024-05-30 16:00:00+00:00,28.55
1139,2024-05-30 17:00:00+00:00,29.6
1140,2024-05-30 18:00:00+00:00,30.45
1141,2024-05-30 19:00:00+00:00,31.4
1142,2024-05-30 20:00:00+00:00,29.2
1143,2024-05-30 21:00:00+00:00,25.1
1144,2024-05-30 22:00:00+00:00,24.9
1145,2024-05-30 23:00:00+00:00,24.5
1146,2024-05-31 00:00:00+00:00,24.35
1147,2024-05-31 01:00:00+00:00,24.85
1148,2024-05-31 02:00:00+00:00,24.65
1149,2024-05-31 03:00:00+00:00,23.7
1150,2024-05-31 04:00:00+00:00,23.4
1151,2024-05-31 05:00:00+00:00,23.1
1152,2024-05-31 06:00:00+00:00,22.8
1153,2024-05-31 07:00:00+00:00,22.45
1154,2024-05-31 08:00:00+00:00,22.65
1155,2024-05-31 09:00:00+00:00,22.6
1156,2024-05-31 10:00:00+00:00,22.45
1157,2024-05-31 11:00:00+00:00,22.85
1158,2024-05-31 12:00:00+00:00,23.45
1159,2024-05-31 13:00:00+00:00,20.3
1160,2024-05-31 14:00:00+00:00,21.6
1161,2024-05-31 15:00:00+00:00,22.65
1162,2024-05-31 16:00:00+00:00,23.25
1163,2024-05-31 17:00:00+00:00,24.0
1164,2024-05-31 18:00:00+00:00,24.95
1165,2024-05-31 19:00:00+00:00,26.85
1166,2024-05-31 20:00:00+00:00,27.95
1167,2024-05-31 21:00:00+00:00,28.5
1168,2024-05-31 22:00:00+00:00,28.5
1169,2024-05-31 23:00:00+00:00,28.95
1170,2024-06-01 00:00:00+00:00,28.8
1171,2024-06-01 01:00:00+00:00,25.9
1172,2024-06-01 02:00:00+00:00,25.15
1173,2024-06-01 03:00:00+00:00,24.5
1174,2024-06-01 04:00:00+00:00,24.2
1175,2024-06-01 05:00:00+00:00,23.65
1176,2024-06-01 06:00:00+00:00,23.15
1177,2024-06-01 07:00:00+00:00,22.6
1178,2024-06-01 08:00:00+00:00,22.1
1179,2024-06-01 09:00:00+00:00,21.75
1180,2024-06-01 10:00:00+00:00,21.4
1181,2024-06-01 11:00:00+00:00,21.15
1182,2024-06-01 12:00:00+00:00,21.55
1183,2024-06-01 13:00:00+00:00,24.2
1184,2024-06-01 14:00:00+00:00,25.4
1185,2024-06-01 15:00:00+00:00,27.0
1186,2024-06-01 16:00:00+00:00,28.15
1187,2024-06-01 17:00:00+00:00,28.2
1188,2024-06-01 18:00:00+00:00,28.5
1189,2024-06-01 19:00:00+00:00,29.65
1190,2024-06-01 20:00:00+00:00,30.05
1191,2024-06-01 21:00:00+00:00,29.0
1192,2024-06-01 22:00:00+00:00,25.8
1193,2024-06-01 23:00:00+00:00,26.4
1194,2024-06-02 00:00:00+00:00,26.3
1195,2024-06-02 01:00:00+00:00,25.35
1196,2024-06-02 02:00:00+00:00,24.45
1197,2024-06-02 03:00:00+00:00,23.95
1198,2024-06-02 04:00:00+00:00,23.65
1199,2024-06-02 05:00:00+00:00,23.45
1200,2024-06-02 06:00:00+00:00,23.25
1201,2024-06-02 07:00:00+00:00,22.85
1202,2024-06-02 08:00:00+00:00,22.35
1203,2024-06-02 09:00:00+00:00,22.35
1204,2024-06-02 10:00:00+00:00,22.3
